time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/policy_loss,train/entropy_loss,train/loss,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/n_updates,eval/mean_fox_agent,eval/loss_rate,eval/draw_rate,eval/mean_zones_completed,eval/win_rate,eval/mean_score_opponent,eval/mean_score_agent,eval/mean_min_zone_agent
40,4333568,2253,145,0.0003,0.040790983,0.003873915475031192,0.003873915475031192,-0.2705837061459368,0.03205884248018265,0.07729640151515152,0.015070242652048668,0.963233470916748,0.2,2039,,,,,,,,
41,4341760,2294,146,0.0003,0.03167803,-0.015137840360582161,-0.015137840360582161,-0.27082400826307446,-0.026680152863264084,0.10718149038461539,0.009765810205135495,0.9650677442550659,0.2,2044,,,,,,,,
42,4349952,2335,147,0.0003,0.055918485,-0.008852727390304594,-0.008852727390304594,-0.26956887543201447,-0.03199855238199234,0.09978141191709844,0.010925938166591093,0.9620279669761658,0.2,2048,,,,,,,,
,,,,0.0003,0.026823197,-0.005333354843862574,,-0.27894978433409157,-0.03534796088933945,0.08783318014705882,0.011793846846558154,0.9689367413520813,0.2,2051,2.78,0.115,0.0,0.005,0.885,174.755,215.935,14.365
43,4358144,2474,142,,,,,,,,,,,,,,,,,,,
44,4366336,2515,143,0.0003,0.018834671,-0.008838563897409179,-0.008838563897409179,-0.26839997698651985,-0.03612996265292168,0.09171376329787234,0.010085918204957975,0.9660543203353882,0.2,2054,,,,,,,,
45,4374528,2555,144,0.0003,0.024584673,-0.004386057033005989,-0.004386057033005989,-0.27486983810861904,-0.03603506088256836,0.08990293560606061,0.015101275170419478,0.956503689289093,0.2,2057,,,,,,,,
46,4382720,2595,145,0.0003,0.013477137,-0.003674520996355568,-0.003674520996355568,-0.2689884534338489,-0.019190261140465736,0.0819091796875,0.011724110398063203,0.9701070785522461,0.2,2059,,,,,,,,
47,4390912,2640,145,0.0003,0.036618784,-0.02492434178384114,-0.02492434178384114,-0.2726402459006647,-0.038308460265398026,0.1254452720207254,0.007515756842006313,0.9676446914672852,0.2,2069,,,,,,,,
48,4399104,2680,146,0.0003,0.020889483,0.0015456394076619933,0.0015456394076619933,-0.27491131461248164,-0.019589830189943314,0.08136432926829268,0.014464897069534877,0.966561496257782,0.2,2071,,,,,,,,
,,,,0.0003,0.025636742,-0.005785670230015569,,-0.2837913460540075,-0.03709112107753754,0.09546076642335767,0.01363164718079306,0.9602198004722595,0.2,2074,2.725,0.135,0.005,0.0,0.86,175.51,214.54,14.125
49,4407296,2819,142,,,,,,,,,,,,,,,,,,,
50,4415488,2860,143,0.0003,0.0229181,-0.014171260471820183,-0.014171260471820183,-0.2761671705738358,-0.035792917013168335,0.10275135869565218,0.01043692681958656,0.9667354226112366,0.2,2078,,,,,,,,
51,4423680,2899,144,0.0003,0.0072371536,0.004045655907586564,0.004045655907586564,-0.2863042233295219,0.0304575078189373,0.05777616279069767,0.018259730146721352,0.9640675187110901,0.2,2079,,,,,,,,
52,4431872,2938,144,0.0003,0.02625076,0.00471396228548751,0.00471396228548751,-0.2632470582403354,0.011605548672378063,0.06984608208955224,0.015107662389193898,0.9651687145233154,0.2,2081,,,,,,,,
53,4440064,2977,145,0.0003,0.013717075,-0.0005251999597399021,-0.0005251999597399021,-0.26695273661950847,-0.030410481616854668,0.08321049528301887,0.014701823080134279,0.9609249234199524,0.2,2083,,,,,,,,
54,4448256,3018,146,0.0003,0.016634969,-0.006438127661679397,-0.006438127661679397,-0.2676625733661373,-0.0023231920786201954,0.0948921783625731,0.01275731351945484,0.9606347680091858,0.2,2086,,,,,,,,
,,,,0.0003,0.021204,-0.006740096550569625,,-0.2671901884635812,-0.03067215345799923,0.09631990131578948,0.012422625744396723,0.9582323431968689,0.2,2089,2.795,0.18,0.0,0.01,0.82,173.4,213.205,13.96
55,4456448,3159,142,,,,,,,,,,,,,,,,,,,
56,4464640,3198,143,0.0003,0.019565396,-0.007660884910888255,-0.007660884910888255,-0.27106500049568205,-0.02096189185976982,0.0858304794520548,0.013286813848001296,0.9581326842308044,0.2,2092,,,,,,,,
57,4472832,3238,144,0.0003,0.014875689,-0.003167434746865183,-0.003167434746865183,-0.2639460021009048,-0.02898028865456581,0.07311197916666666,0.011300625710282475,0.9656693339347839,0.2,2094,,,,,,,,
58,4481024,3277,144,0.0003,0.017864762,-5.6355687168737255e-05,-5.6355687168737255e-05,-0.2616013093954987,-0.034703418612480164,0.0700954861111111,0.01668520169591324,0.9606571197509766,0.2,2096,,,,,,,,
59,4489216,3316,145,0.0003,0.01557735,-0.004484923936803986,-0.004484923936803986,-0.2638723527819946,-0.019452162086963654,0.08277209051724138,0.014589531363212857,0.9588599801063538,0.2,2098,,,,,,,,
60,4497408,3356,146,0.0003,0.015104743,-0.0017977916821837426,-0.0017977916821837426,-0.25810306444764136,-0.0043413047678768635,0.072734375,0.01485617816913873,0.9566948413848877,0.2,2100,,,,,,,,
61,4505600,3395,147,0.0003,0.020743124,-0.004531063126309081,-0.004531063126309081,-0.2660139161617236,-0.024677759036421776,0.08100328947368421,0.01736855663751301,0.9470664858818054,0.2,2103,,,,,,,,
,,,,0.0003,0.019875648,-0.0134820192342886,,-0.24969354353379458,-0.022711122408509254,0.101806640625,0.010007734326791251,0.9653017520904541,0.2,2107,2.645,0.13,0.015,0.005,0.855,176.365,217.065,14.485
62,4513792,3535,143,,,,,,,,,,,,,,,,,,,
63,4521984,3575,144,0.0003,0.03532437,-0.003988902007516187,-0.003988902007516187,-0.24495581056062993,-0.018961524590849876,0.08179086538461539,0.01256562670549521,0.9624720215797424,0.2,2110,,,,,,,,
64,4530176,3615,144,0.0003,0.020638743,-0.01280374174960229,-0.01280374174960229,-0.25369565834400626,-0.027695458382368088,0.09998102226720648,0.009192673131250419,0.967129647731781,0.2,2114,,,,,,,,
65,4538368,3655,145,0.0003,0.022997674,0.0024925221864512,0.0024925221864512,-0.26910498133604077,-0.01754235476255417,0.07019927536231885,0.01669803855643756,0.9629876613616943,0.2,2116,,,,,,,,
66,4546560,3693,146,0.0003,0.016866475,0.0012187598488078667,0.0012187598488078667,-0.2701832657004451,0.01209904346615076,0.07451923076923077,0.013581983028696133,0.965727686882019,0.2,2118,,,,,,,,
67,4554752,3733,147,0.0003,0.015476545,-0.005307968016567193,-0.005307968016567193,-0.2616347307999303,-0.007141021080315113,0.08544537401574803,0.009543185261642839,0.9737737774848938,0.2,2120,,,,,,,,
,,,,0.0003,0.049305677,-0.002770316386378782,,-0.25609245018441545,-0.014821112155914307,0.07969961240310078,0.011824045514384674,0.9675241112709045,0.2,2123,2.615,0.11,0.005,0.01,0.885,176.535,219.455,14.5
68,4562944,3872,143,,,,,,,,,,,,,,,,,,,
69,4571136,3911,144,0.0003,0.013517682,-0.0013549648882711634,-0.0013549648882711634,-0.2562904408749412,-0.020525572821497917,0.07233455882352942,0.014850091474021183,0.9675807952880859,0.2,2125,,,,,,,,
70,4579328,3952,145,0.0003,0.012798402,-0.0028803590966131666,-0.0028803590966131666,-0.24630691624920945,-0.017054323107004166,0.07549838362068965,0.010712007959855014,0.974321186542511,0.2,2127,,,,,,,,
71,4587520,3991,145,0.0003,0.011728189,-0.0028754049266704867,-0.0028754049266704867,-0.24733112752437592,-0.010067488998174667,0.06846217105263158,0.01044764190405738,0.9752581715583801,0.2,2129,,,,,,,,
72,4595712,4031,146,0.0003,0.017778937,-0.011314486832015662,-0.011314486832015662,-0.2523399895200363,-0.043390557169914246,0.0936832264957265,0.009138460375535756,0.9718788266181946,0.2,2133,,,,,,,,
73,4603904,4070,146,0.0003,0.03666481,0.003059755836147815,0.003059755836147815,-0.25010647240913275,-0.010185165330767632,0.06321022727272728,0.011491561647165905,0.9716245532035828,0.2,2135,,,,,,,,
,,,,0.0003,0.020801974,-0.00464955547545785,,-0.24873993040001305,-0.019963348284363747,0.08565237226277372,0.012161194431819837,0.9635570049285889,0.2,2138,2.655,0.115,0.015,0.015,0.87,177.145,216.6,14.38
74,4612096,4210,143,,,,,,,,,,,,,,,,,,,
75,4620288,4249,144,0.0003,0.02075771,0.0013046152443204023,0.0013046152443204023,-0.2405002135528277,-0.03477273881435394,0.06774400684931507,0.01009517723745475,0.9759132266044617,0.2,2140,,,,,,,,
76,4628480,4291,145,0.0003,0.021285098,-0.017226927622550754,-0.017226927622550754,-0.2397350063438438,-0.04366111010313034,0.10042813231850117,0.0058346684167131044,0.973422110080719,0.2,2147,,,,,,,,
77,4636672,4333,145,0.0003,0.018194327,-0.010338324552918846,-0.010338324552918846,-0.24736709919007338,-0.031596116721630096,0.09815528634361234,0.009377618186947139,0.9706108570098877,0.2,2151,,,,,,,,
78,4644864,4373,146,0.0003,0.023885528,-0.010329165562784464,-0.010329165562784464,-0.25108615109826077,-0.021265722811222076,0.08740717821782178,0.00969556035556932,0.9697392582893372,0.2,2155,,,,,,,,
79,4653056,4413,146,0.0003,0.03291904,-0.0037265318678691983,-0.0037265318678691983,-0.2496115444944455,-0.004061395302414894,0.08094951923076923,0.010681080836086319,0.9705169200897217,0.2,2158,,,,,,,,
,,,,0.0003,0.02218608,0.003714935388416052,,-0.2504158026498297,-0.020012760534882545,0.06759510869565218,0.013375858688538057,0.9704908728599548,0.2,2160,2.6,0.145,0.0,0.01,0.855,175.06,217.9,14.66
80,4661248,4552,143,,,,,,,,,,,,,,,,,,,
81,4669440,4593,144,0.0003,0.018951485,-0.00485452463186079,-0.00485452463186079,-0.24814639037305658,-0.03083231672644615,0.08970716783216784,0.010468666832503323,0.9716707468032837,0.2,2163,,,,,,,,
82,4677632,4635,144,0.0003,0.017195836,-0.011580468258715325,-0.011580468258715325,-0.2466725404224088,-0.03972524404525757,0.09009576612903226,0.011396806713403953,0.9597204923629761,0.2,2167,,,,,,,,
83,4685824,4674,145,0.0003,0.02278222,-0.004161702180412454,-0.004161702180412454,-0.24714351025685458,-0.020196029916405678,0.08846830985915492,0.010016718633394216,0.9717181324958801,0.2,2170,,,,,,,,
84,4694016,4713,145,0.0003,0.019993199,0.002633530055295284,0.002633530055295284,-0.23995282383341537,-0.016919299960136414,0.06650904605263158,0.012077641759165808,0.9736912846565247,0.2,2172,,,,,,,,
85,4702208,4755,146,0.0003,0.018672477,-0.011949540647272501,-0.011949540647272501,-0.23967434255586517,-0.035213716328144073,0.09378150201612903,0.008705297509403598,0.9709995985031128,0.2,2176,,,,,,,,
,,,,0.0003,0.022217916,-0.003876994615219694,,-0.2446188145189834,-0.024086207151412964,0.08925359712230216,0.010437900233986995,0.9738954901695251,0.2,2179,2.685,0.145,0.0,0.02,0.855,173.535,217.45,14.29
86,4710400,4894,143,,,,,,,,,,,,,,,,,,,
87,4718592,4933,144,0.0003,0.016516706,-0.00902500180629911,-0.00902500180629911,-0.2256533858867792,-0.01658153533935547,0.08924278846153846,0.00962340576922173,0.9703238010406494,0.2,2182,,,,,,,,
88,4726784,4973,144,0.0003,0.01513618,-0.0017941204349557727,-0.0017941204349557727,-0.23078166352490248,-0.01521378755569458,0.07296080508474577,0.010784819319654824,0.9722127914428711,0.2,2184,,,,,,,,
89,4734976,5013,145,0.0003,0.025368843,-0.0043576407584954395,-0.0043576407584954395,-0.23201157739668182,-0.004239943344146013,0.0810842803030303,0.011461268140313527,0.9691135883331299,0.2,2187,,,,,,,,
90,4743168,5054,145,0.0003,0.020856133,-0.008964304403657569,-0.008964304403657569,-0.2378506073910816,-0.03537323325872421,0.09639246323529412,0.011655031787870708,0.9690853357315063,0.2,2191,,,,,,,,
91,4751360,5094,146,0.0003,0.017798727,-0.006878502804775262,-0.006878502804775262,-0.24937918396859332,-0.02674204111099243,0.09267241379310345,0.012730803450398233,0.96194988489151,0.2,2194,,,,,,,,
,,,,0.0003,0.020020898,0.0012219130165047115,,-0.2552574376265208,0.0262580718845129,0.08024691358024691,0.018955397304653385,0.9588480591773987,0.2,2196,2.59,0.135,0.005,0.02,0.86,173.065,215.035,14.13
92,4759552,5233,144,,,,,,,,,,,,,,,,,,,
93,4767744,5272,144,0.0003,0.019932792,0.0006541527458466589,0.0006541527458466589,-0.25581477824598553,-0.023070434108376503,0.07587890625,0.014566751680104063,0.9644262194633484,0.2,2198,,,,,,,,
94,4775936,5313,144,0.0003,0.030692194,-0.009962432169199443,-0.009962432169199443,-0.25340757953939097,-0.03315916657447815,0.10057106598984772,0.012007343258973457,0.9531217217445374,0.2,2202,,,,,,,,
95,4784128,5354,145,0.0003,0.017115183,-0.008208927684670011,-0.008208927684670011,-0.24638155954224722,-0.024593355134129524,0.08851600985221675,0.010280623027293259,0.9671052098274231,0.2,2206,,,,,,,,
96,4792320,5393,145,0.0003,0.014395148,-0.0016012064006645232,-0.0016012064006645232,-0.2383891507051885,-0.0012844079174101353,0.07535807291666667,0.014623220549159063,0.965254545211792,0.2,2208,,,,,,,,
97,4800512,5434,146,0.0003,0.025163278,-0.011356102074232866,-0.011356102074232866,-0.2535275031794917,-0.033847562968730927,0.10355247641509434,0.011210958857774594,0.9645164608955383,0.2,2212,,,,,,,,
,,,,0.0003,0.017523127,-0.005440630515797372,,-0.25050865954782336,-0.007971443235874176,0.08780674846625768,0.012934654214036612,0.9567611217498779,0.2,2215,2.65,0.125,0.005,0.01,0.87,170.775,214.685,14.18
98,4808704,5574,144,,,,,,,,,,,,,,,,,,,
99,4816896,5614,144,0.0003,0.018265279,-0.0006301258358040027,-0.0006301258358040027,-0.2567895238420793,-0.0255332849919796,0.07763671875,0.016077349552818174,0.9540853500366211,0.2,2217,,,,,,,,
100,4825088,5653,144,0.0003,0.0194914,0.002650985991811916,0.002650985991811916,-0.2576685947914646,-0.018743224442005157,0.07277397260273973,0.017889936607688256,0.9582324624061584,0.2,2219,,,,,,,,
101,4833280,5695,145,0.0003,0.022318603,-0.015614374682059609,-0.015614374682059609,-0.2431854958392981,-0.029163090512156487,0.09776914739884393,0.007715548340882568,0.9656153917312622,0.2,2225,,,,,,,,
102,4841472,5736,145,0.0003,0.022978568,-0.014224133663485152,-0.014224133663485152,-0.2526553373236756,-0.03541513532400131,0.10628824300699301,0.007656675697486666,0.9698491096496582,0.2,2230,,,,,,,,
103,4849664,5776,146,0.0003,0.019067638,0.000992206453215764,0.000992206453215764,-0.24801158922356228,-0.010826442390680313,0.08693677325581395,0.0107865882225248,0.9725229740142822,0.2,2232,,,,,,,,
,,,,0.0003,0.017446518,-0.0042205462791025635,,-0.25117078292369843,-0.01352338120341301,0.0801875,0.010387762811034918,0.9682936668395996,0.2,2234,2.605,0.14,0.0,0.005,0.86,172.485,216.72,14.485
104,4857856,5914,144,,,,,,,,,,,,,,,,,,,
105,4866048,5955,144,0.0003,0.01889863,-0.004753646302943755,-0.004753646302943755,-0.24564319731373535,-0.02203642576932907,0.08979235197368421,0.009254422902717795,0.969702422618866,0.2,2237,,,,,,,,
106,4874240,5996,144,0.0003,0.021048253,-0.0110882288055722,-0.0110882288055722,-0.26151919074997104,-0.01777968928217888,0.10205740950226244,0.012094055789173054,0.966497004032135,0.2,2241,,,,,,,,
107,4882432,6035,145,0.0003,0.017534202,0.0006145463457308066,0.0006145463457308066,-0.25351074117201344,-0.011240225285291672,0.07253086419753087,0.01348926117758692,0.9683360457420349,0.2,2243,,,,,,,,
108,4890624,6076,145,0.0003,0.018037083,-0.0074818108846264626,-0.0074818108846264626,-0.2489118665805337,-0.01856864057481289,0.0867141812865497,0.010296463304640431,0.9705486297607422,0.2,2246,,,,,,,,
109,4898816,6116,145,0.0003,0.016607758,-0.0006088813582512861,-0.0006088813582512861,-0.2452012486755848,-0.014745613560080528,0.08341471354166667,0.013285497441150559,0.9654754996299744,0.2,2248,,,,,,,,
,,,,0.0003,0.0165932,-0.007456579088772598,,-0.2397047799668814,-0.034218739718198776,0.08745888157894736,0.008879601286332073,0.9688240885734558,0.2,2251,2.715,0.125,0.0,0.0,0.875,174.46,217.465,14.2
110,4907008,6256,144,,,,,,,,,,,,,,,,,,,
111,4915200,6297,144,0.0003,0.025776055,-0.014326143726149852,-0.014326143726149852,-0.2526791288135609,-0.04527018219232559,0.09979645593869732,0.006826008628996738,0.9770557880401611,0.2,2256,,,,,,,,
112,4923392,6337,144,0.0003,0.01442533,-0.0030164183117449284,-0.0030164183117449284,-0.24441201833345122,-0.037518177181482315,0.06720074152542373,0.010703236941974295,0.971092700958252,0.2,2258,,,,,,,,
113,4931584,6377,145,0.0003,0.014027435,-0.0035715283186633197,-0.0035715283186633197,-0.25466655301196234,-0.019292697310447693,0.08395337301587301,0.01241288493416967,0.9695037603378296,0.2,2260,,,,,,,,
114,4939776,6417,145,0.0003,0.016643962,-0.0005201359044362619,-0.0005201359044362619,-0.25076587758596663,0.0034990108106285334,0.07463592233009708,0.00998819443098839,0.9735609889030457,0.2,2262,,,,,,,,
115,4947968,6456,145,0.0003,0.0068066358,0.006112004329528038,0.006112004329528038,-0.25377211067825556,0.042818859219551086,0.054361979166666664,0.013262230369340008,0.9718235731124878,0.2,2263,,,,,,,,
,,,,0.0003,0.017971411,-0.005997874566043416,,-0.2510285094380379,-0.019226770848035812,0.08661458333333333,0.009951248355209828,0.9741421341896057,0.2,2266,2.79,0.1,0.0,0.02,0.9,173.185,218.995,14.395
116,4956160,6595,144,,,,,,,,,,,,,,,,,,,
117,4964352,6635,144,0.0003,0.022745928,-0.0017592086103455774,-0.0017592086103455774,-0.24872007846147165,0.0021480631548911333,0.07623922413793104,0.012318409973990986,0.9698960781097412,0.2,2268,,,,,,,,
118,4972544,6675,144,0.0003,0.015679471,-0.0004939389580937281,-0.0004939389580937281,-0.2523869557739937,-0.03422069177031517,0.06945633561643835,0.01629856721281189,0.9665679335594177,0.2,2270,,,,,,,,
119,4980736,6713,145,0.0003,0.016050942,-0.001315724419649033,-0.001315724419649033,-0.2521398540805368,0.0003024144098162651,0.08118872549019608,0.012339304055215097,0.9685720205307007,0.2,2272,,,,,,,,
120,4988928,6753,145,0.0003,0.010056228,0.004963733983988112,0.004963733983988112,-0.2514654904603958,0.036033812910318375,0.07997159090909091,0.01456971988081932,0.9687128067016602,0.2,2273,,,,,,,,
121,4997120,6792,145,0.0003,0.01647457,-0.0031592553198013617,-0.0031592553198013617,-0.25289415963318035,-0.021369216963648796,0.08512228260869566,0.01091288798286215,0.974473774433136,0.2,2275,,,,,,,,
122,5005312,6833,146,0.0003,0.020546738,-0.007975589023576786,-0.007975589023576786,-0.2536407610622503,-0.02717609331011772,0.0927348163841808,0.00971768671741425,0.9716119170188904,0.2,2278,,,,,,,,
,,,,0.0003,0.02481709,-0.004440270579995259,,-0.2498163738671471,-0.02998374216258526,0.08363970588235294,0.012884725316646783,0.9586770534515381,0.2,2281,2.71,0.18,0.015,0.005,0.805,175.76,210.345,13.86
123,5013504,6972,144,,,,,,,,,,,,,,,,,,,
124,5021696,7011,144,0.0003,0.04708163,0.0034625642001628876,0.0034625642001628876,-0.2574312366319425,-0.022733688354492188,0.06960227272727272,0.016463316271476673,0.9597967863082886,0.2,2283,,,,,,,,
